Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
5252,2/23/2017,9682231511947180,3,vegetarian spicy miso
5253,2/23/2017,6469419994536710,1,miso crab ramen
5254,2/23/2017,6469419994536710,1,miso crab ramen
5255,2/23/2017,2409176773286500,1,shio ramen
5256,2/23/2017,2409176773286500,1,shio ramen
5257,2/23/2017,1363186314191080,2,vegetarian curry + king trumpet mushroom ramen
5258,2/23/2017,1363186314191080,2,vegetarian curry + king trumpet mushroom ramen
5259,2/23/2017,8825481475473610,1,vegetarian curry + king trumpet mushroom ramen
5260,2/23/2017,8825481475473610,1,vegetarian curry + king trumpet mushroom ramen
5261,2/23/2017,5034044724195200,1,vegetarian curry + king trumpet mushroom ramen
5262,2/23/2017,5034044724195200,1,vegetarian curry + king trumpet mushroom ramen
5263,2/23/2017,6187675148999330,1,miso crab ramen
5264,2/23/2017,6187675148999330,1,miso crab ramen
5265,2/23/2017,8207195231514690,2,nagomi shoyu
5266,2/23/2017,8207195231514690,2,nagomi shoyu
5267,2/23/2017,3311432562451210,1,truffle butter ramen
5268,2/23/2017,3311432562451210,1,truffle butter ramen
5269,2/23/2017,332947811348706,1,vegetarian curry + king trumpet mushroom ramen
5270,2/23/2017,332947811348706,1,vegetarian curry + king trumpet mushroom ramen
5271,2/23/2017,871558454045791,1,vegetarian spicy miso
5272,2/23/2017,871558454045791,1,vegetarian spicy miso
5273,2/23/2017,3648663709005660,1,miso crab ramen
5274,2/23/2017,3648663709005660,1,miso crab ramen
5275,2/23/2017,3668332126831150,2,burnt garlic tonkotsu ramen
5276,2/23/2017,3668332126831150,2,burnt garlic tonkotsu ramen
5277,2/23/2017,3059933998352200,1,tonkotsu ramen
5278,2/23/2017,3059933998352200,1,tonkotsu ramen
5279,2/23/2017,2724018766371980,1,miso crab ramen
5280,2/23/2017,2724018766371980,1,miso crab ramen
5281,2/23/2017,153468919278209,2,nagomi shoyu
5282,2/23/2017,153468919278209,2,nagomi shoyu
5283,2/23/2017,3627407089328820,2,nagomi shoyu
5284,2/23/2017,3627407089328820,2,nagomi shoyu
5285,2/23/2017,4577223295554040,1,shio ramen
5286,2/23/2017,4577223295554040,1,shio ramen
5287,2/23/2017,1160485802266400,1,vegetarian spicy miso
5288,2/23/2017,1160485802266400,1,vegetarian spicy miso
5289,2/23/2017,9405809703924080,1,miso crab ramen
5290,2/23/2017,9405809703924080,1,miso crab ramen
5291,2/23/2017,5351231512688320,1,vegetarian curry + king trumpet mushroom ramen
5292,2/23/2017,5351231512688320,1,vegetarian curry + king trumpet mushroom ramen
5293,2/23/2017,9425679522884020,2,vegetarian curry + king trumpet mushroom ramen
5294,2/23/2017,9425679522884020,2,vegetarian curry + king trumpet mushroom ramen
5295,2/23/2017,7661423633720420,1,tonkotsu ramen
5296,2/23/2017,7661423633720420,1,tonkotsu ramen
5297,2/23/2017,174758075022621,1,truffle butter ramen
5298,2/23/2017,174758075022621,1,truffle butter ramen
5299,2/23/2017,6778726175251300,3,shio ramen
5300,2/23/2017,6778726175251300,3,shio ramen
5301,2/23/2017,269723398966468,1,tori paitan ramen
5302,2/23/2017,269723398966468,1,tori paitan ramen
5303,2/23/2017,984334785907768,2,soft-shell miso crab ramen
5304,2/23/2017,984334785907768,2,soft-shell miso crab ramen
5305,2/23/2017,2081669957804970,1,vegetarian curry + king trumpet mushroom ramen
5306,2/23/2017,2081669957804970,1,vegetarian curry + king trumpet mushroom ramen
5307,2/23/2017,7614716152656080,1,truffle butter ramen
5308,2/23/2017,7614716152656080,1,truffle butter ramen
5309,2/23/2017,5332262573978040,1,tori paitan ramen
5310,2/23/2017,5332262573978040,1,tori paitan ramen
5311,2/23/2017,938579993025470,1,spicy miso ramen
5312,2/23/2017,938579993025470,1,spicy miso ramen
5313,2/24/2017,239984787833582,1,vegetarian spicy miso
5314,2/24/2017,239984787833582,1,vegetarian spicy miso
5315,2/24/2017,4993163185477840,2,burnt garlic tonkotsu ramen
5316,2/24/2017,4993163185477840,2,burnt garlic tonkotsu ramen
5317,2/24/2017,4922323843433570,4,soft-shell miso crab ramen
5318,2/24/2017,4922323843433570,4,soft-shell miso crab ramen
5319,2/24/2017,2795781677615160,1,soft-shell miso crab ramen
5320,2/24/2017,2795781677615160,1,soft-shell miso crab ramen
5321,2/24/2017,7463279378872940,1,soft-shell miso crab ramen
5322,2/24/2017,7463279378872940,1,soft-shell miso crab ramen
5323,2/24/2017,2314893891908340,1,tori paitan ramen
5324,2/24/2017,2314893891908340,1,tori paitan ramen
5325,2/24/2017,6022972785895140,4,nagomi shoyu
5326,2/24/2017,6022972785895140,4,nagomi shoyu
5327,2/24/2017,2004179028374700,1,tori paitan ramen
5328,2/24/2017,2004179028374700,1,tori paitan ramen
5329,2/24/2017,4754261855754280,1,vegetarian curry + king trumpet mushroom ramen
5330,2/24/2017,4754261855754280,1,vegetarian curry + king trumpet mushroom ramen
5331,2/24/2017,2255227306736150,1,miso crab ramen
5332,2/24/2017,2255227306736150,1,miso crab ramen
5333,2/24/2017,2606884562141380,4,spicy miso ramen
5334,2/24/2017,2606884562141380,4,spicy miso ramen
5335,2/24/2017,9987884544977530,1,vegetarian spicy miso
5336,2/24/2017,9987884544977530,1,vegetarian spicy miso
5337,2/24/2017,6480622561696060,2,burnt garlic tonkotsu ramen
5338,2/24/2017,6480622561696060,2,burnt garlic tonkotsu ramen
5339,2/24/2017,8641466596942950,1,vegetarian curry + king trumpet mushroom ramen
5340,2/24/2017,8641466596942950,1,vegetarian curry + king trumpet mushroom ramen
5341,2/24/2017,2716158827059440,2,shio ramen
5342,2/24/2017,2716158827059440,2,shio ramen
5343,2/24/2017,3442343012161230,1,shio ramen
5344,2/24/2017,3442343012161230,1,shio ramen
5345,2/24/2017,7304553522558280,1,soft-shell miso crab ramen
5346,2/24/2017,7304553522558280,1,soft-shell miso crab ramen
5347,2/24/2017,6415005588247840,1,shio ramen
5348,2/24/2017,6415005588247840,1,shio ramen
5349,2/24/2017,9285996761811890,1,truffle butter ramen
5350,2/24/2017,9285996761811890,1,truffle butter ramen
5351,2/24/2017,8085030330229060,1,spicy miso ramen
5352,2/24/2017,8085030330229060,1,spicy miso ramen
5353,2/24/2017,4511297047397560,1,soft-shell miso crab ramen
5354,2/24/2017,4511297047397560,1,soft-shell miso crab ramen
5355,2/24/2017,1979411688071070,1,spicy miso ramen
5356,2/24/2017,1979411688071070,1,spicy miso ramen
5357,2/24/2017,8738785989818810,1,nagomi shoyu
5358,2/24/2017,8738785989818810,1,nagomi shoyu
5359,2/24/2017,4426786712952560,1,soft-shell miso crab ramen
5360,2/24/2017,4426786712952560,1,soft-shell miso crab ramen
5361,2/24/2017,1099554387258800,1,shio ramen
5362,2/24/2017,1099554387258800,1,shio ramen
5363,2/24/2017,3783106886825880,1,burnt garlic tonkotsu ramen
5364,2/24/2017,3783106886825880,1,burnt garlic tonkotsu ramen
5365,2/24/2017,7022550837744550,1,shio ramen
5366,2/24/2017,7022550837744550,1,shio ramen
5367,2/24/2017,8136706498319900,1,burnt garlic tonkotsu ramen
5368,2/24/2017,8136706498319900,1,burnt garlic tonkotsu ramen
5369,2/24/2017,269500931134958,1,soft-shell miso crab ramen
5370,2/24/2017,269500931134958,1,soft-shell miso crab ramen
5371,2/25/2017,1232376580576830,1,vegetarian curry + king trumpet mushroom ramen
5372,2/25/2017,1232376580576830,1,vegetarian curry + king trumpet mushroom ramen
5373,2/25/2017,3689387498207660,3,truffle butter ramen
5374,2/25/2017,3689387498207660,3,truffle butter ramen
5375,2/25/2017,7036904513492060,2,shio ramen
5376,2/25/2017,7036904513492060,2,shio ramen
5377,2/25/2017,4019745344972740,1,nagomi shoyu
5378,2/25/2017,4019745344972740,1,nagomi shoyu
5379,2/25/2017,2836445112956100,1,tori paitan ramen
5380,2/25/2017,2836445112956100,1,tori paitan ramen
5381,2/25/2017,4097865570079340,3,shio ramen
5382,2/25/2017,4097865570079340,3,shio ramen
5383,2/25/2017,5627563670606090,1,spicy miso ramen
5384,2/25/2017,5627563670606090,1,spicy miso ramen
5385,2/25/2017,5328719118947520,1,shio ramen
5386,2/25/2017,5328719118947520,1,shio ramen
5387,2/25/2017,2399333891370370,4,nagomi shoyu
5388,2/25/2017,2399333891370370,4,nagomi shoyu
5389,2/25/2017,2868311074794580,1,truffle butter ramen
5390,2/25/2017,2868311074794580,1,truffle butter ramen
5391,2/25/2017,8637091220610890,1,vegetarian curry + king trumpet mushroom ramen
5392,2/25/2017,8637091220610890,1,vegetarian curry + king trumpet mushroom ramen
5393,2/25/2017,828223118843462,1,miso crab ramen
5394,2/25/2017,828223118843462,1,miso crab ramen
5395,2/25/2017,8604262264537410,1,vegetarian curry + king trumpet mushroom ramen
5396,2/25/2017,8604262264537410,1,vegetarian curry + king trumpet mushroom ramen
5397,2/25/2017,8590821963612300,1,miso crab ramen
5398,2/25/2017,8590821963612300,1,miso crab ramen
5399,2/25/2017,9991236993536520,1,vegetarian curry + king trumpet mushroom ramen
5400,2/25/2017,9991236993536520,1,vegetarian curry + king trumpet mushroom ramen
5401,2/25/2017,6981189067906680,1,nagomi shoyu
5402,2/25/2017,6981189067906680,1,nagomi shoyu
5403,2/25/2017,6044687389743500,1,vegetarian spicy miso
5404,2/25/2017,6044687389743500,1,vegetarian spicy miso
5405,2/25/2017,3561562075658740,1,tonkotsu ramen
5406,2/25/2017,3561562075658740,1,tonkotsu ramen
5407,2/25/2017,7500776431121070,1,shio ramen
5408,2/25/2017,7500776431121070,1,shio ramen
5409,2/25/2017,5828952800610500,1,tonkotsu ramen
5410,2/25/2017,5828952800610500,1,tonkotsu ramen
5411,2/25/2017,9546397214274480,1,tori paitan ramen
5412,2/25/2017,9546397214274480,1,tori paitan ramen
5413,2/25/2017,4695090456506550,1,burnt garlic tonkotsu ramen
5414,2/25/2017,4695090456506550,1,burnt garlic tonkotsu ramen
5415,2/25/2017,7661127570638740,1,soft-shell miso crab ramen
5416,2/25/2017,7661127570638740,1,soft-shell miso crab ramen
5417,2/25/2017,1233174727418300,1,vegetarian spicy miso
5418,2/25/2017,1233174727418300,1,vegetarian spicy miso
5419,2/26/2017,4599161058995760,1,truffle butter ramen
5420,2/26/2017,4599161058995760,1,truffle butter ramen
5421,2/26/2017,2934063760819760,1,tori paitan ramen
5422,2/26/2017,2934063760819760,1,tori paitan ramen
5423,2/26/2017,1124422800501630,1,tori paitan ramen
5424,2/26/2017,1124422800501630,1,tori paitan ramen
5425,2/26/2017,2269403043611960,1,vegetarian curry + king trumpet mushroom ramen
5426,2/26/2017,2269403043611960,1,vegetarian curry + king trumpet mushroom ramen
5427,2/26/2017,9327702949849860,1,nagomi shoyu
5428,2/26/2017,9327702949849860,1,nagomi shoyu
5429,2/26/2017,6797911888049180,1,miso crab ramen
5430,2/26/2017,6797911888049180,1,miso crab ramen
5431,2/26/2017,955831433663039,1,spicy miso ramen
5432,2/26/2017,955831433663039,1,spicy miso ramen
5433,2/26/2017,6548563227370310,4,vegetarian spicy miso
5434,2/26/2017,6548563227370310,4,vegetarian spicy miso
5435,2/26/2017,423145346990388,4,tori paitan ramen
5436,2/26/2017,423145346990388,4,tori paitan ramen
5437,2/26/2017,7673704194555500,1,spicy miso ramen
5438,2/26/2017,7673704194555500,1,spicy miso ramen
5439,2/26/2017,1461558798372670,1,vegetarian spicy miso
5440,2/26/2017,1461558798372670,1,vegetarian spicy miso
5441,2/26/2017,723919960964180,1,tonkotsu ramen
5442,2/26/2017,723919960964180,1,tonkotsu ramen
5443,2/26/2017,8165978165522580,1,shio ramen
5444,2/26/2017,8165978165522580,1,shio ramen
5445,2/26/2017,6863817251935110,1,tori paitan ramen
5446,2/26/2017,6863817251935110,1,tori paitan ramen
5447,2/26/2017,4128056536364020,1,shio ramen
5448,2/26/2017,4128056536364020,1,shio ramen
5449,2/26/2017,5294397584051510,1,tori paitan ramen
5450,2/26/2017,5294397584051510,1,tori paitan ramen
5451,2/26/2017,9184505396098370,1,tori paitan ramen
5452,2/26/2017,9184505396098370,1,tori paitan ramen
5453,2/26/2017,518460476721048,1,shio ramen
5454,2/26/2017,518460476721048,1,shio ramen
5455,2/26/2017,5208486705484280,1,nagomi shoyu
5456,2/26/2017,5208486705484280,1,nagomi shoyu
5457,2/26/2017,222036971375512,1,nagomi shoyu
5458,2/26/2017,222036971375512,1,nagomi shoyu
5459,2/26/2017,2011670292489140,1,burnt garlic tonkotsu ramen
5460,2/26/2017,2011670292489140,1,burnt garlic tonkotsu ramen
5461,2/26/2017,4583738256806830,1,shio ramen
5462,2/26/2017,4583738256806830,1,shio ramen
5463,2/26/2017,9742407267481510,1,tori paitan ramen
5464,2/26/2017,9742407267481510,1,tori paitan ramen
5465,2/27/2017,6828381336276860,1,burnt garlic tonkotsu ramen
5466,2/27/2017,6828381336276860,1,burnt garlic tonkotsu ramen
5467,2/27/2017,3477238790759650,1,shio ramen
5468,2/27/2017,3477238790759650,1,shio ramen
5469,2/27/2017,5970075932701280,1,burnt garlic tonkotsu ramen
5470,2/27/2017,5970075932701280,1,burnt garlic tonkotsu ramen
5471,2/27/2017,1047949251538280,1,soft-shell miso crab ramen
5472,2/27/2017,1047949251538280,1,soft-shell miso crab ramen
5473,2/28/2017,2360369020039430,2,nagomi shoyu
5474,2/28/2017,2360369020039430,2,nagomi shoyu
5475,2/28/2017,6284722315368060,2,vegetarian spicy miso
5476,2/28/2017,6284722315368060,2,vegetarian spicy miso
5477,2/28/2017,1243147269860730,1,soft-shell miso crab ramen
5478,2/28/2017,1243147269860730,1,soft-shell miso crab ramen
5479,2/28/2017,2471986458843030,1,spicy miso ramen
5480,2/28/2017,2471986458843030,1,spicy miso ramen
5481,2/28/2017,7896662291088640,1,spicy miso ramen
5482,2/28/2017,7896662291088640,1,spicy miso ramen
5483,2/28/2017,7557027045781050,1,spicy miso ramen
5484,2/28/2017,7557027045781050,1,spicy miso ramen
5485,2/28/2017,7377816360738780,1,tori paitan ramen
5486,2/28/2017,7377816360738780,1,tori paitan ramen
5487,2/28/2017,2694350215708730,1,truffle butter ramen
5488,2/28/2017,2694350215708730,1,truffle butter ramen
5489,2/28/2017,9783067424575590,1,burnt garlic tonkotsu ramen
5490,2/28/2017,9783067424575590,1,burnt garlic tonkotsu ramen
5491,2/28/2017,5050978743454290,1,vegetarian curry + king trumpet mushroom ramen
5492,2/28/2017,5050978743454290,1,vegetarian curry + king trumpet mushroom ramen
5493,2/28/2017,4730560447507710,1,nagomi shoyu
5494,2/28/2017,4730560447507710,1,nagomi shoyu
5495,2/28/2017,7114860399503260,3,tonkotsu ramen
5496,2/28/2017,7114860399503260,3,tonkotsu ramen
5497,2/28/2017,5204197520682820,1,tonkotsu ramen
5498,2/28/2017,5204197520682820,1,tonkotsu ramen
5499,2/28/2017,4873403462393670,2,tonkotsu ramen
5500,2/28/2017,4873403462393670,2,tonkotsu ramen
5501,2/28/2017,7105574756934570,1,tori paitan ramen
5502,2/28/2017,7105574756934570,1,tori paitan ramen
5503,2/28/2017,76803467555746,1,burnt garlic tonkotsu ramen
5504,2/28/2017,76803467555746,1,burnt garlic tonkotsu ramen
5505,2/28/2017,8629416707264690,1,miso crab ramen
5506,2/28/2017,8629416707264690,1,miso crab ramen
5507,2/28/2017,2971291342671020,1,nagomi shoyu
5508,2/28/2017,2971291342671020,1,nagomi shoyu
5509,2/28/2017,1924741333888180,2,vegetarian curry + king trumpet mushroom ramen
5510,2/28/2017,1924741333888180,2,vegetarian curry + king trumpet mushroom ramen
5511,2/28/2017,4671561432370400,1,tonkotsu ramen
5512,2/28/2017,4671561432370400,1,tonkotsu ramen
5513,2/28/2017,8044834411910950,2,burnt garlic tonkotsu ramen
5514,2/28/2017,8044834411910950,2,burnt garlic tonkotsu ramen
5515,2/28/2017,1951863722769980,1,truffle butter ramen
5516,2/28/2017,1951863722769980,1,truffle butter ramen
5517,2/28/2017,5937346375697520,1,spicy miso ramen
5518,2/28/2017,5937346375697520,1,spicy miso ramen
5519,2/28/2017,306145827016194,2,miso crab ramen
5520,2/28/2017,306145827016194,2,miso crab ramen
5521,2/28/2017,4619546012171390,1,vegetarian curry + king trumpet mushroom ramen
5522,2/28/2017,4619546012171390,1,vegetarian curry + king trumpet mushroom ramen
5523,2/28/2017,6790830629299270,1,soft-shell miso crab ramen
5524,2/28/2017,6790830629299270,1,soft-shell miso crab ramen
5525,2/28/2017,7029710254249560,1,tonkotsu ramen
5526,2/28/2017,7029710254249560,1,tonkotsu ramen
5527,2/28/2017,4169644669370300,1,vegetarian spicy miso
5528,2/28/2017,4169644669370300,1,vegetarian spicy miso
5529,2/28/2017,7072811989080390,1,soft-shell miso crab ramen
5530,2/28/2017,7072811989080390,1,soft-shell miso crab ramen
5531,2/28/2017,8551610243089130,3,vegetarian curry + king trumpet mushroom ramen
5532,2/28/2017,8551610243089130,3,vegetarian curry + king trumpet mushroom ramen
5533,2/28/2017,3029165599733700,1,burnt garlic tonkotsu ramen
5534,2/28/2017,3029165599733700,1,burnt garlic tonkotsu ramen
5535,2/28/2017,4180465085899530,1,nagomi shoyu
5536,2/28/2017,4180465085899530,1,nagomi shoyu
5537,2/28/2017,9718874101014150,1,burnt garlic tonkotsu ramen
5538,2/28/2017,9718874101014150,1,burnt garlic tonkotsu ramen
5539,2/28/2017,2936235394666910,1,burnt garlic tonkotsu ramen
5540,2/28/2017,2936235394666910,1,burnt garlic tonkotsu ramen
5541,2/28/2017,4543446849487600,1,shio ramen
5542,2/28/2017,4543446849487600,1,shio ramen
5543,2/28/2017,5782062561075280,1,vegetarian curry + king trumpet mushroom ramen
5544,2/28/2017,5782062561075280,1,vegetarian curry + king trumpet mushroom ramen
5545,2/28/2017,7949600411859300,1,truffle butter ramen
5546,2/28/2017,7949600411859300,1,truffle butter ramen
5547,2/28/2017,3649092517526240,1,soft-shell miso crab ramen
5548,2/28/2017,3649092517526240,1,soft-shell miso crab ramen
5549,2/28/2017,9867027668811250,1,tonkotsu ramen
5550,2/28/2017,9867027668811250,1,tonkotsu ramen
5551,2/28/2017,9693119764403560,1,shio ramen
5552,2/28/2017,9693119764403560,1,shio ramen
5553,2/28/2017,2925288887351200,1,soft-shell miso crab ramen
5554,2/28/2017,2925288887351200,1,soft-shell miso crab ramen
5555,2/28/2017,6664380050205800,1,vegetarian spicy miso
5556,2/28/2017,6664380050205800,1,vegetarian spicy miso
5557,2/28/2017,2158108728384700,1,tonkotsu ramen
5558,2/28/2017,2158108728384700,1,tonkotsu ramen
5559,3/1/2017,9528572987774730,1,burnt garlic tonkotsu ramen
5560,3/1/2017,9528572987774730,1,burnt garlic tonkotsu ramen
5561,3/1/2017,658572830608952,3,truffle butter ramen
5562,3/1/2017,658572830608952,3,truffle butter ramen
5563,3/1/2017,6115349558734820,1,soft-shell miso crab ramen
5564,3/1/2017,6115349558734820,1,soft-shell miso crab ramen
5565,3/1/2017,2355615052982690,1,nagomi shoyu
5566,3/1/2017,2355615052982690,1,nagomi shoyu
5567,3/1/2017,3823439863641760,1,tonkotsu ramen
5568,3/1/2017,3823439863641760,1,tonkotsu ramen
5569,3/1/2017,2771534034774850,1,vegetarian spicy miso
5570,3/1/2017,2771534034774850,1,vegetarian spicy miso
5571,3/1/2017,2024760930118340,1,truffle butter ramen
5572,3/1/2017,2024760930118340,1,truffle butter ramen
5573,3/1/2017,2807423147097060,1,tonkotsu ramen
5574,3/1/2017,2807423147097060,1,tonkotsu ramen
5575,3/1/2017,7771429410103810,1,miso crab ramen
5576,3/1/2017,7771429410103810,1,miso crab ramen
5577,3/1/2017,1240886631926310,1,tori paitan ramen
5578,3/1/2017,1240886631926310,1,tori paitan ramen
5579,3/1/2017,5979853039334930,1,vegetarian curry + king trumpet mushroom ramen
5580,3/1/2017,5979853039334930,1,vegetarian curry + king trumpet mushroom ramen
5581,3/1/2017,9130861397188560,1,vegetarian spicy miso
5582,3/1/2017,9130861397188560,1,vegetarian spicy miso
5583,3/1/2017,6556162623969780,2,vegetarian curry + king trumpet mushroom ramen
5584,3/1/2017,6556162623969780,2,vegetarian curry + king trumpet mushroom ramen
5585,3/1/2017,3810454144521220,1,soft-shell miso crab ramen
5586,3/1/2017,3810454144521220,1,soft-shell miso crab ramen
5587,3/1/2017,7909288331882710,1,vegetarian spicy miso
5588,3/1/2017,7909288331882710,1,vegetarian spicy miso
5589,3/1/2017,4122101561064080,1,vegetarian curry + king trumpet mushroom ramen
5590,3/1/2017,4122101561064080,1,vegetarian curry + king trumpet mushroom ramen
5591,3/1/2017,2017457232954060,1,spicy miso ramen
5592,3/1/2017,2017457232954060,1,spicy miso ramen
5593,3/1/2017,7479361920879880,1,nagomi shoyu
5594,3/1/2017,7479361920879880,1,nagomi shoyu
5595,3/1/2017,3351687053263980,1,vegetarian spicy miso
5596,3/1/2017,3351687053263980,1,vegetarian spicy miso
5597,3/1/2017,1964968570260440,2,soft-shell miso crab ramen
5598,3/1/2017,1964968570260440,2,soft-shell miso crab ramen
5599,3/1/2017,2274235644658360,1,spicy miso ramen
5600,3/1/2017,2274235644658360,1,spicy miso ramen
5601,3/1/2017,3633064047975830,1,tori paitan ramen
5602,3/1/2017,3633064047975830,1,tori paitan ramen
5603,3/1/2017,6629517883671110,3,spicy miso ramen
5604,3/1/2017,6629517883671110,3,spicy miso ramen
5605,3/1/2017,9264911645068030,1,nagomi shoyu
5606,3/1/2017,9264911645068030,1,nagomi shoyu
5607,3/1/2017,4771202452376740,1,vegetarian curry + king trumpet mushroom ramen
5608,3/1/2017,4771202452376740,1,vegetarian curry + king trumpet mushroom ramen
5609,3/1/2017,5666401119259100,3,burnt garlic tonkotsu ramen
5610,3/1/2017,5666401119259100,3,burnt garlic tonkotsu ramen
5611,3/1/2017,9585077992563730,1,spicy miso ramen
5612,3/1/2017,9585077992563730,1,spicy miso ramen
5613,3/1/2017,1723366849574020,1,nagomi shoyu
5614,3/1/2017,1723366849574020,1,nagomi shoyu
5615,3/1/2017,4165450087866980,1,soft-shell miso crab ramen
5616,3/1/2017,4165450087866980,1,soft-shell miso crab ramen
5617,3/1/2017,4047592989645430,4,vegetarian curry + king trumpet mushroom ramen
5618,3/1/2017,4047592989645430,4,vegetarian curry + king trumpet mushroom ramen
5619,3/1/2017,8339699489499930,1,truffle butter ramen
5620,3/1/2017,8339699489499930,1,truffle butter ramen
5621,3/1/2017,5436866228571440,1,truffle butter ramen
5622,3/1/2017,5436866228571440,1,truffle butter ramen
5623,3/1/2017,7682788653130780,1,miso crab ramen
5624,3/1/2017,7682788653130780,1,miso crab ramen
5625,3/1/2017,6412099413200270,1,nagomi shoyu
5626,3/1/2017,6412099413200270,1,nagomi shoyu
5627,3/1/2017,3725460566788370,1,tonkotsu ramen
5628,3/1/2017,3725460566788370,1,tonkotsu ramen
5629,3/1/2017,1009363648096620,4,tori paitan ramen
5630,3/1/2017,1009363648096620,4,tori paitan ramen
5631,3/1/2017,1975696040679840,1,nagomi shoyu
5632,3/1/2017,1975696040679840,1,nagomi shoyu
5633,3/1/2017,5171690642028080,1,burnt garlic tonkotsu ramen
5634,3/1/2017,5171690642028080,1,burnt garlic tonkotsu ramen
5635,3/1/2017,745641399946610,1,shio ramen
5636,3/1/2017,745641399946610,1,shio ramen
5637,3/1/2017,2467039914825300,4,miso crab ramen
5638,3/1/2017,2467039914825300,4,miso crab ramen
5639,3/1/2017,6906865883035270,1,spicy miso ramen
5640,3/1/2017,6906865883035270,1,spicy miso ramen
5641,3/1/2017,6371212848013690,4,nagomi shoyu
5642,3/1/2017,6371212848013690,4,nagomi shoyu
5643,3/1/2017,1731869982481050,1,vegetarian curry + king trumpet mushroom ramen
5644,3/1/2017,1731869982481050,1,vegetarian curry + king trumpet mushroom ramen
5645,3/1/2017,4581270430856160,1,miso crab ramen
5646,3/1/2017,4581270430856160,1,miso crab ramen
5647,3/1/2017,478419406058765,1,vegetarian curry + king trumpet mushroom ramen
5648,3/1/2017,478419406058765,1,vegetarian curry + king trumpet mushroom ramen
5649,3/1/2017,8463633615471950,1,tonkotsu ramen
5650,3/1/2017,8463633615471950,1,tonkotsu ramen
5651,3/1/2017,3211210823783350,2,spicy miso ramen
5652,3/1/2017,3211210823783350,2,spicy miso ramen
5653,3/1/2017,4922536983591020,1,truffle butter ramen
5654,3/1/2017,4922536983591020,1,truffle butter ramen
5655,3/1/2017,3019482622281630,1,tori paitan ramen
5656,3/1/2017,3019482622281630,1,tori paitan ramen
5657,3/1/2017,3317100453060430,2,miso crab ramen
5658,3/1/2017,3317100453060430,2,miso crab ramen
5659,3/1/2017,3596375918596640,1,spicy miso ramen
5660,3/1/2017,3596375918596640,1,spicy miso ramen
5661,3/1/2017,9591427578498690,4,soft-shell miso crab ramen
5662,3/1/2017,9591427578498690,4,soft-shell miso crab ramen
5663,3/1/2017,6404005579718850,1,soft-shell miso crab ramen
5664,3/1/2017,6404005579718850,1,soft-shell miso crab ramen
5665,3/1/2017,2617331697896380,4,soft-shell miso crab ramen
5666,3/1/2017,2617331697896380,4,soft-shell miso crab ramen
5667,3/1/2017,600421283046817,1,tori paitan ramen
5668,3/1/2017,600421283046817,1,tori paitan ramen
5669,3/1/2017,9460461266602740,1,nagomi shoyu
5670,3/1/2017,9460461266602740,1,nagomi shoyu
5671,3/1/2017,4771456080011310,3,spicy miso ramen
5672,3/1/2017,4771456080011310,3,spicy miso ramen
5673,3/1/2017,387350019318571,4,tonkotsu ramen
5674,3/1/2017,387350019318571,4,tonkotsu ramen
5675,3/1/2017,7918314133253170,1,tonkotsu ramen
5676,3/1/2017,7918314133253170,1,tonkotsu ramen
5677,3/1/2017,7320928569418840,1,burnt garlic tonkotsu ramen
5678,3/1/2017,7320928569418840,1,burnt garlic tonkotsu ramen
5679,3/1/2017,8609469034137010,3,tonkotsu ramen
5680,3/1/2017,8609469034137010,3,tonkotsu ramen
5681,3/1/2017,6375952933889220,4,tori paitan ramen
5682,3/1/2017,6375952933889220,4,tori paitan ramen
5683,3/1/2017,8621390957381030,4,spicy miso ramen
5684,3/1/2017,8621390957381030,4,spicy miso ramen
5685,3/1/2017,7986221640746620,1,nagomi shoyu
5686,3/1/2017,7986221640746620,1,nagomi shoyu
5687,3/1/2017,9837490619872040,1,soft-shell miso crab ramen
5688,3/1/2017,9837490619872040,1,soft-shell miso crab ramen
5689,3/1/2017,8264774978794950,1,truffle butter ramen
5690,3/1/2017,8264774978794950,1,truffle butter ramen
5691,3/1/2017,4501264590418710,1,shio ramen
5692,3/1/2017,4501264590418710,1,shio ramen
5693,3/1/2017,2656803682865180,1,shio ramen
5694,3/1/2017,2656803682865180,1,shio ramen
5695,3/1/2017,101053628673779,1,tonkotsu ramen
5696,3/1/2017,101053628673779,1,tonkotsu ramen
5697,3/1/2017,4454206951196060,1,soft-shell miso crab ramen
5698,3/1/2017,4454206951196060,1,soft-shell miso crab ramen
5699,3/1/2017,1475488809919540,1,spicy miso ramen
5700,3/1/2017,1475488809919540,1,spicy miso ramen
5701,3/1/2017,3283844050588780,1,truffle butter ramen
5702,3/1/2017,3283844050588780,1,truffle butter ramen
5703,3/1/2017,124594831240347,1,tori paitan ramen
5704,3/1/2017,124594831240347,1,tori paitan ramen
5705,3/1/2017,935178304506228,1,truffle butter ramen
5706,3/1/2017,935178304506228,1,truffle butter ramen
5707,3/1/2017,6134881973803860,2,nagomi shoyu
5708,3/1/2017,6134881973803860,2,nagomi shoyu
5709,3/1/2017,822040815654708,1,truffle butter ramen
5710,3/1/2017,822040815654708,1,truffle butter ramen
5711,3/1/2017,7422722296308830,1,miso crab ramen
5712,3/1/2017,7422722296308830,1,miso crab ramen
5713,3/1/2017,524691498988347,4,tori paitan ramen
5714,3/1/2017,524691498988347,4,tori paitan ramen
5715,3/1/2017,2658970642886020,1,nagomi shoyu
